[INFO] [1753433341.116604136] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433341.171565204] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433341.271538175] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433341.371533226] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433341.471522389] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433341.571585826] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433341.671475659] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433341.771564600] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433341.871597412] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433341.971764467] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433342.072797076] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433342.171625959] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433342.271625683] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433342.373843980] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433342.472924996] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433342.573494588] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433342.672192748] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433342.771668749] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433342.872646029] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433342.973287941] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433343.072045911] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433343.174620952] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433343.271538980] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433343.372152636] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433343.472336075] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433343.572840865] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433343.672258113] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.984000205993652, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433343.774045777] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986999988555908, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 23.0, 215.0, 5.0])
[INFO] [1753433343.873133642] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986999988555908, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 23.0, 215.0, 5.0])
[INFO] [1753433343.972615050] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986999988555908, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 23.0, 215.0, 5.0])
[INFO] [1753433344.071563296] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986999988555908, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 23.0, 215.0, 5.0])
[INFO] [1753433344.171563372] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986999988555908, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 23.0, 215.0, 5.0])
[INFO] [1753433344.271589656] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986999988555908, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 23.0, 215.0, 5.0])
[INFO] [1753433344.371555267] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.98799991607666, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433344.473467574] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.98799991607666, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433344.572158758] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.98799991607666, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433344.671832683] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.98799991607666, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433344.772949454] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.98799991607666, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 21.0, 215.0, 5.0])
[INFO] [1753433344.871618718] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.98799991607666, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 26.0, 215.0, 5.0])
[INFO] [1753433344.972575645] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.98799991607666, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 26.0, 215.0, 5.0])
[INFO] [1753433345.071785432] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.98799991607666, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 26.0, 215.0, 5.0])
[INFO] [1753433345.172273934] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.98799991607666, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 26.0, 215.0, 5.0])
[INFO] [1753433345.271589387] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.98799991607666, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 26.0, 215.0, 5.0])
[INFO] [1753433345.371838396] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.98799991607666, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 24.0, 215.0, 5.0])
[INFO] [1753433345.471570146] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.98799991607666, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 24.0, 215.0, 5.0])
[INFO] [1753433345.571630959] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.98799991607666, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 24.0, 215.0, 5.0])
[INFO] [1753433345.671626907] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.98799991607666, 0.27799999713897705, 5.308000087738037]), Intensity: array('f', [0.0, 24.0, 215.0, 5.0])
[INFO] [1753433345.771624326] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.98799991607666, 4.11299991607666, 5.308000087738037]), Intensity: array('f', [0.0, 24.0, 35.0, 5.0])
[INFO] [1753433345.871892055] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.308000087738037]), Intensity: array('f', [0.0, 23.0, 35.0, 5.0])
[INFO] [1753433345.971496827] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.308000087738037]), Intensity: array('f', [0.0, 23.0, 35.0, 5.0])
[INFO] [1753433346.071675018] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.308000087738037]), Intensity: array('f', [0.0, 23.0, 35.0, 5.0])
[INFO] [1753433346.171659061] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.308000087738037]), Intensity: array('f', [0.0, 23.0, 35.0, 5.0])
[INFO] [1753433346.271593728] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.308000087738037]), Intensity: array('f', [0.0, 23.0, 36.0, 5.0])
[INFO] [1753433346.371506409] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.308000087738037]), Intensity: array('f', [0.0, 24.0, 36.0, 5.0])
[INFO] [1753433346.471568214] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.308000087738037]), Intensity: array('f', [0.0, 24.0, 36.0, 5.0])
[INFO] [1753433346.571569666] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.308000087738037]), Intensity: array('f', [0.0, 24.0, 36.0, 5.0])
[INFO] [1753433346.671631791] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.308000087738037]), Intensity: array('f', [0.0, 24.0, 36.0, 5.0])
[INFO] [1753433346.771618522] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.308000087738037]), Intensity: array('f', [0.0, 24.0, 34.0, 5.0])
[INFO] [1753433346.871604965] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.98799991607666, 4.11299991607666, 5.308000087738037]), Intensity: array('f', [0.0, 23.0, 34.0, 5.0])
[INFO] [1753433346.971686995] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.98799991607666, 4.11299991607666, 5.308000087738037]), Intensity: array('f', [0.0, 23.0, 34.0, 5.0])
[INFO] [1753433347.072765717] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.98799991607666, 4.11299991607666, 5.308000087738037]), Intensity: array('f', [0.0, 23.0, 34.0, 5.0])
[INFO] [1753433347.172101235] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.98799991607666, 4.11299991607666, 5.308000087738037]), Intensity: array('f', [0.0, 23.0, 34.0, 5.0])
[INFO] [1753433347.280477483] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.98799991607666, 4.11299991607666, 5.308000087738037]), Intensity: array('f', [0.0, 23.0, 34.0, 5.0])
[INFO] [1753433347.371545279] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.308000087738037]), Intensity: array('f', [0.0, 25.0, 33.0, 5.0])
[INFO] [1753433347.471724078] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.270999908447266]), Intensity: array('f', [0.0, 25.0, 33.0, 120.0])
[INFO] [1753433347.571557398] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.270999908447266]), Intensity: array('f', [0.0, 25.0, 33.0, 120.0])
[INFO] [1753433347.671879688] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.270999908447266]), Intensity: array('f', [0.0, 25.0, 33.0, 120.0])
[INFO] [1753433347.771591886] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.270999908447266]), Intensity: array('f', [0.0, 25.0, 33.0, 120.0])
[INFO] [1753433347.871883200] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.111999988555908, 5.270999908447266]), Intensity: array('f', [0.0, 23.0, 36.0, 120.0])
[INFO] [1753433347.971675783] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.111999988555908, 5.270999908447266]), Intensity: array('f', [0.0, 23.0, 36.0, 120.0])
[INFO] [1753433348.071528560] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.111999988555908, 5.270999908447266]), Intensity: array('f', [0.0, 23.0, 36.0, 120.0])
[INFO] [1753433348.171880323] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.111999988555908, 5.270999908447266]), Intensity: array('f', [0.0, 23.0, 36.0, 120.0])
[INFO] [1753433348.272881955] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.111999988555908, 5.270999908447266]), Intensity: array('f', [0.0, 23.0, 36.0, 120.0])
[INFO] [1753433348.374043367] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.270999908447266]), Intensity: array('f', [0.0, 23.0, 36.0, 120.0])
[INFO] [1753433348.474335289] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.985000133514404, 4.11299991607666, 5.270999908447266]), Intensity: array('f', [0.0, 22.0, 36.0, 120.0])
[INFO] [1753433348.572542143] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.985000133514404, 4.11299991607666, 5.270999908447266]), Intensity: array('f', [0.0, 22.0, 36.0, 120.0])
[INFO] [1753433348.671652377] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.985000133514404, 4.11299991607666, 5.270999908447266]), Intensity: array('f', [0.0, 22.0, 36.0, 120.0])
[INFO] [1753433348.773670830] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.985000133514404, 4.11299991607666, 5.270999908447266]), Intensity: array('f', [0.0, 22.0, 36.0, 120.0])
[INFO] [1753433348.872380223] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.985000133514404, 4.11299991607666, 5.270999908447266]), Intensity: array('f', [0.0, 22.0, 36.0, 120.0])
[INFO] [1753433348.972699889] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.270999908447266]), Intensity: array('f', [0.0, 23.0, 36.0, 120.0])
[INFO] [1753433349.071543877] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.270999908447266]), Intensity: array('f', [0.0, 23.0, 47.0, 120.0])
[INFO] [1753433349.171606450] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.270999908447266]), Intensity: array('f', [0.0, 23.0, 47.0, 120.0])
[INFO] [1753433349.271556317] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.270999908447266]), Intensity: array('f', [0.0, 23.0, 47.0, 120.0])
[INFO] [1753433349.371760813] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.270999908447266]), Intensity: array('f', [0.0, 23.0, 47.0, 164.0])
[INFO] [1753433349.472680396] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.270999908447266]), Intensity: array('f', [0.0, 23.0, 47.0, 164.0])
[INFO] [1753433349.573773806] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.270999908447266]), Intensity: array('f', [0.0, 23.0, 47.0, 164.0])
[INFO] [1753433349.671513579] [laser_publisher]: Sample data - Range: array('f', [0.0, 6.986000061035156, 4.11299991607666, 5.270999908447266]), Intensity: array('f', [0.0, 23.0, 47.0, 164.0])
