[INFO] [1754311921.697772931] [solver_node]: [PerpendicularDistanceLocalizer] 激光配置 详细内容: 列表长度: 5
[INFO] [1754311921.701772188] [solver_node]: [PerpendicularDistanceLocalizer] 激光配置[0]: ((0.37685, 1.56608), 1.5708)
[INFO] [1754311921.707220628] [solver_node]: [PerpendicularDistanceLocalizer] 激光配置[1]: ((0.37685, -1.56608), -1.5708)
[INFO] [1754311921.710344025] [solver_node]: [PerpendicularDistanceLocalizer] 激光配置[2]: ((0.37645, 0.47385), 0.0)
[INFO] [1754311921.713895591] [solver_node]: [PerpendicularDistanceLocalizer] 激光配置[3]: ((0.37771, 2.42478), 3.14159)
[INFO] [1754311921.715404840] [solver_node]: [PerpendicularDistanceLocalizer] 激光配置[4]: ((0.37771, -2.42478), 3.14159)
[INFO] [1754311921.717391316] [solver_node]: [PerpendicularDistanceLocalizer] 前束索引: [2], 后束索引: [3, 4]
[INFO] [1754311921.718190886] [solver_node]: [PerpendicularDistanceLocalizer] 左束索引: [0], 右束索引: [1]
[INFO] [1754311921.725719116] [solver_node]: [PerpendicularDistanceLocalizer] h_values: [0.37684581 0.37684581 0.33497201 0.28475693 0.28475693]
[INFO] [1754311921.726566910] [solver_node]: [PerpendicularDistanceLocalizer] 垂直距离定位器已初始化，需要调用calibrate()方法进行标定
[INFO] [1754311921.753397038] [solver_node]: SolverNode启动，进入初始化阶段...
[INFO] [1754311921.759373202] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754311921.759824700] [solver_node]: 标定数据收集进度: 1/500
[INFO] [1754311921.767833260] [solver_node]: 标定数据收集进度: 2/500
[INFO] [1754311921.778174352] [solver_node]: 标定数据收集进度: 3/500
[INFO] [1754311921.788071755] [solver_node]: 标定数据收集进度: 4/500
[INFO] [1754311921.798524433] [solver_node]: 标定数据收集进度: 5/500
[INFO] [1754311921.810164690] [solver_node]: 标定数据收集进度: 6/500
[INFO] [1754311921.819188505] [solver_node]: 标定数据收集进度: 7/500
[INFO] [1754311921.829230838] [solver_node]: 标定数据收集进度: 8/500
[INFO] [1754311921.840612881] [solver_node]: 标定数据收集进度: 9/500
[INFO] [1754311921.849141902] [solver_node]: 标定数据收集进度: 10/500
[INFO] [1754311921.871147251] [solver_node]: 标定数据收集进度: 11/500
[INFO] [1754311921.875581621] [solver_node]: 标定数据收集进度: 12/500
[INFO] [1754311921.878819836] [solver_node]: 标定数据收集进度: 13/500
[INFO] [1754311921.891613654] [solver_node]: 标定数据收集进度: 14/500
[INFO] [1754311921.897978403] [solver_node]: 标定数据收集进度: 15/500
[INFO] [1754311921.912818634] [solver_node]: 标定数据收集进度: 16/500
[INFO] [1754311921.918043005] [solver_node]: 标定数据收集进度: 17/500
[INFO] [1754311921.932003377] [solver_node]: 标定数据收集进度: 18/500
[INFO] [1754311921.941766728] [solver_node]: 标定数据收集进度: 19/500
[INFO] [1754311921.980520319] [solver_node]: 标定数据收集进度: 20/500
[INFO] [1754311922.001087109] [solver_node]: 标定数据收集进度: 21/500
[INFO] [1754311922.044867338] [solver_node]: 标定数据收集进度: 22/500
[INFO] [1754311922.047639975] [solver_node]: 标定数据收集进度: 23/500
[INFO] [1754311922.050294306] [solver_node]: 标定数据收集进度: 24/500
[INFO] [1754311922.052581908] [solver_node]: 标定数据收集进度: 25/500
[INFO] [1754311922.054692579] [solver_node]: 标定数据收集进度: 26/500
[INFO] [1754311922.057402846] [solver_node]: 标定数据收集进度: 27/500
[INFO] [1754311922.068959581] [solver_node]: 标定数据收集进度: 28/500
[INFO] [1754311922.070932553] [solver_node]: 标定数据收集进度: 29/500
[INFO] [1754311922.078469871] [solver_node]: 标定数据收集进度: 30/500
[INFO] [1754311922.102344701] [solver_node]: 标定数据收集进度: 31/500
[INFO] [1754311922.115312059] [solver_node]: 标定数据收集进度: 32/500
[INFO] [1754311922.120295145] [solver_node]: 标定数据收集进度: 33/500
[INFO] [1754311922.122332278] [solver_node]: 标定数据收集进度: 34/500
[INFO] [1754311922.139124713] [solver_node]: 标定数据收集进度: 35/500
[INFO] [1754311922.154509660] [solver_node]: 标定数据收集进度: 36/500
[INFO] [1754311922.163545507] [solver_node]: 标定数据收集进度: 37/500
[INFO] [1754311922.208624805] [solver_node]: 标定数据收集进度: 38/500
[INFO] [1754311922.243615465] [solver_node]: 标定数据收集进度: 39/500
[INFO] [1754311922.287174249] [solver_node]: 标定数据收集进度: 40/500
[INFO] [1754311922.303029863] [solver_node]: 标定数据收集进度: 41/500
[INFO] [1754311922.311427872] [solver_node]: 标定数据收集进度: 42/500
[INFO] [1754311922.322162125] [solver_node]: 标定数据收集进度: 43/500
[INFO] [1754311922.327437441] [solver_node]: 标定数据收集进度: 44/500
[INFO] [1754311922.333233825] [solver_node]: 标定数据收集进度: 45/500
[INFO] [1754311922.344935875] [solver_node]: 标定数据收集进度: 46/500
[INFO] [1754311922.355067875] [solver_node]: 标定数据收集进度: 47/500
[INFO] [1754311922.370933057] [solver_node]: 标定数据收集进度: 48/500
[INFO] [1754311922.394072959] [solver_node]: 标定数据收集进度: 49/500
[INFO] [1754311922.406462480] [solver_node]: 标定数据收集进度: 50/500
[INFO] [1754311922.417133883] [solver_node]: 标定数据收集进度: 51/500
[INFO] [1754311922.420954768] [solver_node]: 标定数据收集进度: 52/500
[INFO] [1754311922.423543817] [solver_node]: 标定数据收集进度: 53/500
[INFO] [1754311922.428858590] [solver_node]: 标定数据收集进度: 54/500
[INFO] [1754311922.445303305] [solver_node]: 标定数据收集进度: 55/500
[INFO] [1754311922.457223151] [solver_node]: 标定数据收集进度: 56/500
