[INFO] [1754316139.110086174] [solver_node]: [PerpendicularDistanceLocalizer] 激光配置 详细内容: 列表长度: 5
[INFO] [1754316139.111099924] [solver_node]: [PerpendicularDistanceLocalizer] 激光配置[0]: ((0.37685, 1.56608), 1.5708)
[INFO] [1754316139.111893669] [solver_node]: [PerpendicularDistanceLocalizer] 激光配置[1]: ((0.37685, -1.56608), -1.5708)
[INFO] [1754316139.112649909] [solver_node]: [PerpendicularDistanceLocalizer] 激光配置[2]: ((0.37645, 0.47385), 0.0)
[INFO] [1754316139.113369573] [solver_node]: [PerpendicularDistanceLocalizer] 激光配置[3]: ((0.37771, 2.42478), 3.14159)
[INFO] [1754316139.114084564] [solver_node]: [PerpendicularDistanceLocalizer] 激光配置[4]: ((0.37771, -2.42478), 3.14159)
[INFO] [1754316139.114925287] [solver_node]: [PerpendicularDistanceLocalizer] 前束索引: [2], 后束索引: [3, 4]
[INFO] [1754316139.115651958] [solver_node]: [PerpendicularDistanceLocalizer] 左束索引: [0], 右束索引: [1]
[INFO] [1754316139.121924222] [solver_node]: [PerpendicularDistanceLocalizer] h_values: [0.37684581 0.37684581 0.33497201 0.28475693 0.28475693]
[INFO] [1754316139.122703182] [solver_node]: [PerpendicularDistanceLocalizer] 垂直距离定位器已初始化，需要调用calibrate()方法进行标定
[INFO] [1754316139.142552379] [solver_node]: SolverNode启动，进入初始化阶段...
[INFO] [1754316139.153530632] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316140.134906595] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316141.361594412] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316142.376317430] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316143.386724964] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316144.400965444] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316145.421340201] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316146.425952377] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316147.427478727] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316148.433221040] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316149.442159518] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316150.453077143] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316151.483039434] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316152.472002121] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316153.489963834] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316154.490234924] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316155.510410925] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316156.518955634] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316157.526388064] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316158.533534599] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316159.553171003] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316160.569243043] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316161.589746827] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316162.600875464] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316163.614177812] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316164.619376113] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316165.623063278] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316166.638797614] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316167.679342854] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316168.651510842] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316169.671616121] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316170.698508394] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316171.697456417] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316172.688506189] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316173.694331319] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316174.712703409] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316175.720650601] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316176.734686085] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316177.750282370] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316178.755368733] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316179.768046460] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316180.779130328] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316181.789055963] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316182.807705979] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316183.814599932] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316184.830609283] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316185.836179496] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316186.849393426] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316187.864543430] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316188.869629761] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316189.886650269] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316190.920401730] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316191.926912220] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316192.923706883] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316193.943059506] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316194.945287503] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316195.965396750] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316196.971820102] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316197.985524762] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316198.999287568] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316199.997414933] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316201.018584939] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316202.024576953] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316203.040532222] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316204.047901770] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316205.050539824] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316206.053699873] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316207.065888853] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316208.078073385] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316209.091560921] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316210.110459934] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316211.133805827] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316212.143805479] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316213.156987313] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316214.152781123] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316215.162679109] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316216.175061118] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316217.190917857] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316218.205572074] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316219.206926100] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316220.227024723] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316221.258016861] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316222.246664725] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316223.255418046] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316224.270683541] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316225.279287739] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316226.292719210] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316227.326840216] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316228.319677418] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316229.321118070] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316230.341471738] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316231.349163309] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316232.349675365] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316233.351187027] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316234.363583691] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316235.380556742] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316236.386426322] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316237.395289854] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316238.403811747] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316239.421066116] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316240.435019166] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316241.431820006] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316242.436944802] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316243.450227341] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316244.459143099] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316245.461424409] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316246.477791623] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316247.482558139] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316248.486331769] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316249.526932146] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316250.518874929] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316251.532998991] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316252.540833189] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316253.550641990] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316254.554629513] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316255.568036663] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316256.568167751] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316257.578459154] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316258.587244092] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316259.599758327] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316260.605326365] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316261.606334047] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316262.614327673] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316263.621462848] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316264.638060499] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316265.638191138] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316266.651184936] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316267.653680331] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316268.655143735] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316269.657154895] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316270.661770848] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316271.661984658] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316272.680646673] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316273.684074056] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316274.718706752] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316275.724032960] [solver_node]: 发布重定位TF: x=0.000, y=0.000
[INFO] [1754316276.725534158] [solver_node]: 发布重定位TF: x=0.000, y=0.000
