[INFO] [1753424670.233465340] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424670.291966142] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424670.386484140] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424670.486733994] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424670.586577407] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424670.686853822] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424670.786448620] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424670.886866830] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424670.986386715] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424671.088320452] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424671.189180689] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424671.286854799] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424671.387514104] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424671.486566136] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424671.586452174] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424671.686440422] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424671.786575937] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424671.886468823] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424671.986503632] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424672.086445575] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424672.186540545] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424672.286427927] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424672.386609748] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424672.486383142] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424672.586478049] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424672.686623453] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424672.786786010] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424672.886396520] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424672.986486819] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424673.086419609] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
[INFO] [1753424673.186987456] [laser_publisher]: Sample data - Range: array('f', [0.0, 4.665999889373779, 1.8070000410079956, 5.369999885559082]), Intensity: array('f', [0.0, 762.0, 21.0, 32.0])
